graph_name,pli_vertex,pli_density,pli_TRD_number,best_fitness_value,gap_relative(%),mean_fitness_value,std_fitness_value,pli_status
san200-0-7-1.txt,200,0.7,4.0,6,50.0,6.0,0.0,OPTIMAL
san200-0-7-2.txt,200,0.7,6.0,8,33.33333333333333,6.2,0.6324555320336759,OPTIMAL
brock200-1.txt,200,0.74543,6.0,6,0.0,6.0,0.0,OPTIMAL
sanr200-0-9.txt,200,0.89764,4.0,4,0.0,4.0,0.0,OPTIMAL
gen200-p0-9-44.txt,200,0.9,4.0,4,0.0,4.0,0.0,OPTIMAL
gen200-p0-9-55.txt,200,0.9,4.0,4,0.0,4.0,0.0,OPTIMAL
san200-0-9-1.txt,200,0.9,4.0,4,0.0,4.0,0.0,OPTIMAL
san200-0-9-2.txt,200,0.9,4.0,4,0.0,4.0,0.0,OPTIMAL
san200-0-9-3.txt,200,0.9,4.0,5,25.0,4.5,0.5270462766947299,OPTIMAL
hamming8-4.txt,256,0.63922,4.0,4,0.0,4.0,0.0,OPTIMAL
c-fat500-5.txt,500,0.1859,16.0,16,0.0,16.0,0.0,BEST FOUND
C250-9.txt,250,0.89908,4.0,4,0.0,4.0,0.0,OPTIMAL
hamming8-2.txt,256,0.96863,4.0,4,0.0,4.0,0.0,OPTIMAL
p-hat300-3.txt,300,0.74448,6.0,6,0.0,6.0,0.0,BEST FOUND
san400-0-5-1.txt,400,0.5,8.0,8,0.0,8.0,0.0,BEST FOUND
sanr400-0-5.txt,400,0.50105,10.0,12,20.0,11.4,0.9660917830792958,BEST FOUND
c-fat500-10.txt,500,0.37376,8.0,8,0.0,8.0,0.0,BEST FOUND
san400-0-7-1.txt,400,0.7,6.0,7,16.666666666666664,6.1,0.316227766016838,BEST FOUND
san400-0-7-2.txt,400,0.7,6.0,7,16.666666666666664,6.7,0.4830458915396479,BEST FOUND
san400-0-7-3.txt,400,0.7,6.0,8,33.33333333333333,6.2,0.6324555320336761,BEST FOUND
sanr400-0-7.txt,400,0.70011,6.0,8,33.33333333333333,8.0,0.0,BEST FOUND
brock400-3.txt,400,0.74788,6.0,8,33.33333333333333,8.0,0.0,BEST FOUND
brock400-1.txt,400,0.74841,6.0,7,16.666666666666664,7.0,0.0,BEST FOUND
brock400-4.txt,400,0.74893,6.0,6,0.0,6.0,0.0,BEST FOUND
brock400-2.txt,400,0.7492,6.0,8,33.33333333333333,7.3,0.9486832980505138,BEST FOUND
p-hat700-1.txt,700,0.24933,18.0,25,38.88888888888889,24.1,0.316227766016838,BEST FOUND
p-hat500-2.txt,500,0.50458,8.0,10,25.0,10.0,0.0,BEST FOUND
MANN-a27.txt,378,0.99015,4.0,4,0.0,4.0,0.0,OPTIMAL
gen400-p0-9-55.txt,400,0.9,4.0,5,25.0,4.6,0.5163977794943222,OPTIMAL
gen400-p0-9-65.txt,400,0.9,4.0,5,25.0,4.1,0.3162277660168379,OPTIMAL
gen400-p0-9-75.txt,400,0.9,4.0,5,25.0,4.1,0.3162277660168379,OPTIMAL
san400-0-9-1.txt,400,0.9,4.0,4,0.0,4.0,0.0,OPTIMAL
p-hat500-3.txt,500,0.7519,6.0,6,0.0,6.0,0.0,BEST FOUND
johnson32-2-4.txt,496,0.87879,6.0,6,0.0,6.0,0.0,BEST FOUND
C500-9.txt,500,0.90046,4.0,5,25.0,4.9,0.316227766016838,OPTIMAL
p-hat700-2.txt,700,0.49756,8.0,14,75.0,12.4,0.8432740427115678,BEST FOUND
p-hat1000-1.txt,1000,0.24475,20.0,26,30.0,24.4,0.6992058987801011,BEST FOUND
p-hat700-3.txt,700,0.74805,6.0,6,0.0,6.0,0.0,BEST FOUND
brock800-3.txt,800,0.64873,8.0,11,37.5,10.0,0.4714045207910315,BEST FOUND
brock800-1.txt,800,0.64926,8.0,10,25.0,10.0,0.0,BEST FOUND
brock800-4.txt,800,0.6497,8.0,10,25.0,10.0,0.0,BEST FOUND
brock800-2.txt,800,0.65133,8.0,10,25.0,10.0,0.0,BEST FOUND
keller5.txt,776,0.75155,4.0,4,0.0,4.0,0.0,BEST FOUND
p-hat1000-2.txt,1000,0.49009,10.0,14,40.0,12.7,0.948683298050514,BEST FOUND
san1000.txt,1000,0.5015,8.0,8,0.0,8.0,0.0,BEST FOUND
