graph_name,mean_fitness_value,std_fitness_value,best_fitness_value,graph_order,graph_size,elapsed_time(microsecond),matches_heuristic,heuristic_matched,is_valid,density,is_dense
Tina_AskCal.txt,6.3,0.9486832980505137,7,11,25,297447,no,none,yes,0.454545,False
Tina_AskCog.txt,4.8,0.42163702135578385,5,11,27,290434,no,none,yes,0.490909,False
GD01_b.txt,13.1,0.7378647873726218,14,18,26,671807,no,none,yes,0.169935,False
LFAT5.txt,12.0,0.0,12,14,16,687459,no,none,yes,0.175824,False
Tina_DisCal.txt,5.1,0.8755950357709132,6,11,32,365207,no,none,yes,0.581818,True
Tina_DisCog.txt,4.5,0.8498365855987974,6,11,36,347665,no,none,yes,0.654545,True
Stranke94.txt,3.0,0.0,3,10,45,302541,no,none,yes,1.0,True
GD98_a.txt,18.0,0.0,18,38,46,1205098,no,none,yes,0.0654339,False
LF10.txt,11.0,0.0,11,18,32,702589,no,none,yes,0.20915,False
Ragusa18.txt,10.0,0.0,10,23,51,604206,no,none,yes,0.201581,False
GD95_a.txt,25.5,1.1785113019775795,27,36,56,1415389,no,none,yes,0.0888889,False
GD02_a.txt,5.3,0.9486832980505138,6,23,59,676793,no,none,yes,0.233202,False
Ragusa16.txt,12.0,0.0,12,24,58,603404,no,none,yes,0.210145,False
Trefethen_20b.txt,8.5,0.5270462766947299,9,19,64,562397,no,none,yes,0.374269,False
Hamrle1.txt,14.4,1.5055453054181616,17,32,90,1049504,no,none,yes,0.181452,False
GD95_b.txt,30.0,0.0,30,70,95,2092272,no,none,yes,0.0393375,False
GlossGT.txt,34.5,0.7071067811865478,36,67,118,535838,no,none,yes,0.0533695,False
GD99_c.txt,80.1,0.3162277660168395,81,105,120,3292840,no,none,yes,0.021978,False
Sandi_authors.txt,42.5,0.5270462766947294,43,86,124,2732867,no,none,yes,0.0339261,False
GD96_c.txt,39.3,0.4830458915396477,40,65,125,2157026,no,none,yes,0.0600962,False
GD99_b.txt,37.1,1.9692073983655904,41,64,125,1989087,no,none,yes,0.062004,False
GD97_b.txt,13.0,0.0,13,46,132,1303974,no,none,yes,0.127536,False
GD98_b.txt,87.0,0.0,87,121,132,3715845,no,none,yes,0.0181818,False
GD01_c.txt,11.7,0.48304589153964833,12,33,135,1050378,no,none,yes,0.255682,False
GD95_c.txt,24.0,1.1547005383792524,26,62,144,2190042,no,none,yes,0.0761502,False
GD97_a.txt,50.2,0.9189365834726823,51,84,166,2837577,no,none,yes,0.047619,False
GD98_c.txt,82.9,0.9944289260117549,84,112,168,3787108,no,none,yes,0.027027,False
GD06_theory.txt,20.0,0.0,20,101,190,2870344,no,none,yes,0.0376238,False
GD96_b.txt,34.0,0.0,34,111,193,3320395,no,none,yes,0.0316134,False
GD96_d.txt,114.0,0.0,114,180,228,5681580,no,none,yes,0.0141527,False
GD02_b.txt,33.3,1.4944341180973262,35,80,232,2409573,no,none,yes,0.0734177,False
GD00_a.txt,242.3,0.4830458915396479,243,352,384,12321105,no,none,yes,0.00621601,False
GD97_c.txt,82.1,0.31622776601683894,83,452,460,3678099,no,none,yes,0.00451308,False
08blocks.txt,24.0,0.0,24,300,576,9631666,yes,h2,yes,0.0128428,False
CAG_mat72.txt,11.0,0.0,11,72,678,2254294,no,none,yes,0.265258,False
S10PI_n.txt,647.8,1.2292725943057443,649,682,689,37071696,no,none,yes,0.002967,False
SmallW.txt,19.6,0.8432740427115679,20,233,994,7333023,no,none,yes,0.0367767,False
GD00_c.txt,371.9,1.370320319406307,374,638,1020,6417703,no,none,yes,0.00501961,False
494_bus.txt,367.7,1.76698110409315,370,494,586,23776241,no,none,yes,0.00481231,False
Trefethen_150.txt,39.6,1.2649110640673513,42,150,945,4933570,no,none,yes,0.0845638,False
Erdos971.txt,220.9,1.7288403306519915,225,433,1314,15283549,no,none,yes,0.0140493,False
Erdos981.txt,225.3,1.418136492412178,227,445,1381,16073593,no,none,yes,0.0139791,False
Erdos991.txt,231.6,1.074967699773144,234,454,1417,16421385,no,none,yes,0.0137799,False
Trefethen_200b.txt,51.8,1.5491933384829668,54,199,1337,6617381,no,none,yes,0.0678646,False
Trefethen_200.txt,53.3,0.9486832980505139,55,200,1345,6626012,no,none,yes,0.0675879,False
662_bus.txt,451.7,2.110818693198349,456,662,906,35828831,no,none,yes,0.00414094,False
G11.txt,475.2,7.130529043797838,486,800,1600,11601408,no,none,yes,0.00500626,False
GD96_a.txt,789.0,4.784233364802438,797,1096,1677,63973911,no,none,yes,0.00279472,False
M20PI_n.txt,1156.9,1.3703203194062712,1159,1182,1198,56785891,no,none,yes,0.0017164,False
CSphd.txt,1151.8,1.5491933384829555,1155,1882,1740,54118249,no,none,yes,0.000983039,False
Chebyshev1.txt,3.0,0.0,3,261,1542,7932268,yes,h2,yes,0.0454465,False
L.txt,604.5,4.859126579037758,613,956,1820,52864048,no,none,yes,0.00398694,False
685_bus.txt,403.9,5.021066730398145,412,685,1282,10236804,no,none,yes,0.00547232,False
Harvard500.txt,64.0,0.0,64,500,2043,15980901,no,none,yes,0.0163768,False
USAir97.txt,73.0,0.0,73,332,2126,10343693,no,none,yes,0.0386925,False
Trefethen_300.txt,72.2,1.7511900715418276,75,300,2189,10176155,no,none,yes,0.0488071,False
1138_bus.txt,814.6,1.8378731669453616,816,1138,1458,65557834,no,none,yes,0.00225364,False
EX1.txt,142.0,2.4494897427831765,146,560,4368,23476991,no,none,yes,0.027907,False
EX2.txt,139.4,2.412928142780513,144,560,4368,21873600,no,none,yes,0.027907,False
DK01R.txt,264.6,5.1033757890679,278,903,5641,45484984,no,none,yes,0.0138513,False
CAG_mat364.txt,16.8,0.42163702135578407,17,364,10474,10656845,no,none,yes,0.158538,False
G10.txt,83.8,1.873795909674025,87,800,19176,28047590,no,none,yes,0.06,False
G1.txt,86.7,2.3118054512532935,91,800,19176,27162257,no,none,yes,0.06,False
jgl009.txt,3.0,0.0,3,9,32,284185,no,none,yes,0.888889,True
rgg010.txt,3.0,0.0,3,10,45,289337,no,none,yes,1.0,True
jgl011.txt,3.0,0.0,3,11,49,272304,yes,h1,yes,0.890909,True
bcspwr01.txt,30.2,0.42163702135578396,31,39,46,1464711,no,none,yes,0.0620783,False
can___24.txt,10.7,1.3374935098492586,12,24,68,689694,no,none,yes,0.246377,False
bcspwr02.txt,34.1,0.7378647873726221,36,49,59,1805934,no,none,yes,0.0501701,False
