graph_name,graph_order,graph_size,fitness_value,elapsed_time(microsecond),matches_heuristic,heuristic_matched,is_valid,density
M20PI_n1.txt,1027,1033,1003,112180419,yes,h3,no,1
M20PI_n1.txt,1027,1033,1001,122397669,no,none,no,1
M20PI_n1.txt,1027,1033,1000,125824468,no,none,no,1
M20PI_n1.txt,1027,1033,998,127603201,no,none,no,1
M20PI_n1.txt,1027,1033,1002,121705113,no,none,no,1
M20PI_n1.txt,1027,1033,996,129849898,no,none,no,1
M20PI_n1.txt,1027,1033,997,125195838,no,none,no,1
M20PI_n1.txt,1027,1033,998,125043495,no,none,no,1
M20PI_n1.txt,1027,1033,1001,128525583,no,none,no,1
M20PI_n1.txt,1027,1033,997,124335150,no,none,no,1
