graph_name,graph_order,graph_size,fitness_value,elapsed_time(microsecond),matches_heuristic,heuristic_matched,is_valid,density
M10PI_n1.txt,527,533,501,27108510,no,none,no,1
M10PI_n1.txt,527,533,503,28265569,no,none,no,1
M10PI_n1.txt,527,533,496,29140328,no,none,no,1
M10PI_n1.txt,527,533,506,27499395,no,none,no,1
M10PI_n1.txt,527,533,500,31696239,no,none,no,1
M10PI_n1.txt,527,533,505,27770416,no,none,no,1
M10PI_n1.txt,527,533,497,28045727,no,none,no,1
M10PI_n1.txt,527,533,502,27782163,no,none,no,1
M10PI_n1.txt,527,533,498,31040320,no,none,no,1
M10PI_n1.txt,527,533,501,28334553,no,none,no,1
