graph_name,graph_order,graph_size,fitness_value,elapsed_time(microsecond),matches_heuristic,heuristic_matched,is_valid,density
S10PI_n1.txt,527,533,499,28557947,no,none,no,1
S10PI_n1.txt,527,533,504,27530950,no,none,no,1
S10PI_n1.txt,527,533,500,27417409,no,none,no,1
S10PI_n1.txt,527,533,496,28092199,no,none,no,1
S10PI_n1.txt,527,533,501,27831068,no,none,no,1
S10PI_n1.txt,527,533,495,29179299,no,none,no,1
S10PI_n1.txt,527,533,500,28267270,no,none,no,1
S10PI_n1.txt,527,533,504,27599804,no,none,no,1
S10PI_n1.txt,527,533,501,27781165,no,none,no,1
S10PI_n1.txt,527,533,502,28143498,no,none,no,1
