graph_name,mean_fitness_value,std_fitness_value,best_fitness_value,graph_order,graph_size,elapsed_time(microsecond),matches_heuristic,heuristic_matched,is_valid,density,is_dense
can__161.txt,51.4,0.5163977794943213,52,161,608,650435,no,none,yes,0.047205,False
dwt__198.txt,79.7,0.9486832980505133,81,198,597,1299863,no,none,yes,0.0306107,False
odep400a.txt,398.0,0.0,398,400,402,2077736,no,none,yes,0.00503759,False
gre__185.txt,78.4,2.3664319132398473,81,185,650,798529,no,none,yes,0.0381904,False
can__187.txt,64.9,1.1005049346146116,66,187,652,1195416,no,none,yes,0.0374907,False
dwt__245.txt,126.8,2.043961295567453,130,245,608,1078202,no,none,yes,0.0203413,False
gre_216a.txt,89.2,3.011090610836324,94,216,660,1246157,no,none,yes,0.0284238,False
gre_216b.txt,87.4,2.0110804171997803,90,216,660,1138852,no,none,yes,0.0284238,False
fs_183_1.txt,36.4,0.8432740427115675,38,183,701,748789,no,none,yes,0.0420945,False
fs_183_3.txt,36.4,0.8432740427115674,38,183,701,735282,no,none,yes,0.0420945,False
fs_183_4.txt,36.6,0.966091783079296,38,183,701,744614,no,none,yes,0.0420945,False
fs_183_6.txt,36.6,0.9660917830792962,38,183,701,750195,no,none,yes,0.0420945,False
dwt__221.txt,84.1,1.1005049346146136,86,221,704,951467,no,none,yes,0.0289593,False
bcspwr04.txt,144.3,1.0593499054713709,146,274,669,1720611,no,none,yes,0.0178872,False
nnc261.txt,93.2,1.0327955589886442,94,261,794,1172491,no,none,yes,0.0234011,False
dwt__209.txt,73.5,0.9718253158075506,75,209,767,920080,no,none,yes,0.0352871,False
can__229.txt,87.3,1.2516655570345732,90,229,774,1121390,no,none,yes,0.0296484,False
lshp_265.txt,126.9,2.2335820757001272,131,265,744,1254162,no,none,yes,0.0212693,False
bcspwr05.txt,308.8,2.5298221281347057,313,443,590,2671962,no,none,yes,0.00602637,False
impcol_e.txt,46.1,0.3162277660168381,47,225,1187,953355,no,none,yes,0.0471032,False
ash292.txt,109.8,1.9321835661585904,112,292,958,1689418,no,none,yes,0.0225486,False
lund_b.txt,30.7,1.0593499054713806,33,147,1147,617936,no,none,yes,0.106887,False
lund_a.txt,31.4,0.9660917830792963,33,147,1151,599877,no,none,yes,0.107259,False
impcol_d.txt,153.9,2.7264140062237967,159,425,1267,2442936,no,none,yes,0.0140622,False
dwt__310.txt,108.6,0.8432740427115691,110,310,1069,1455084,no,none,yes,0.0223197,False
rw496.txt,229.0,2.10818510677892,232,496,1423,3941255,no,none,yes,0.0115917,False
gre__343.txt,136.0,4.268749491621902,145,343,1092,2318113,no,none,yes,0.018618,False
olm500.txt,250.0,0.0,250,500,997,3452805,no,none,yes,0.00799198,False
rdb450.txt,233.4,3.438345855527369,238,450,1065,3367858,no,none,yes,0.0105419,False
tols90.txt,3.0,0.0,3,90,1449,339213,yes,h2,yes,0.361798,False
lshp_406.txt,190.2,2.4404006956964177,195,406,1155,2901391,no,none,yes,0.0140485,False
662_bus.txt,451.3,2.584139659108579,455,662,906,6459619,no,none,yes,0.00414094,False
can__256.txt,42.5,0.7071067811865478,44,256,1330,1068669,no,none,yes,0.0407475,False
ck400.txt,209.7,1.5670212364724199,212,400,1244,2344517,no,none,yes,0.015589,False
dwt__361.txt,129.6,1.5776212754932317,131,361,1296,2501345,no,none,yes,0.0199446,False
shl____0.txt,236.3,3.743141876967947,243,663,1682,5372838,no,none,yes,0.00766451,False
shl__400.txt,247.7,3.301514803843835,252,663,1709,5936203,no,none,yes,0.00778754,False
qh768.txt,461.3,1.8885620632287075,464,768,1322,6954891,no,none,yes,0.00448854,False
dwt__346.txt,138.4,2.221110833194356,143,346,1440,1836017,no,none,yes,0.0241267,False
dwt__492.txt,216.3,2.4966644414765318,220,492,1332,3493665,no,none,yes,0.0110278,False
dwt__193.txt,31.8,0.632455532033676,33,193,1650,896180,no,none,yes,0.0890544,False
mcca.txt,93.0,0.0,93,180,1680,762596,no,none,yes,0.104283,False
bcsstk04.txt,17.4,1.1737877907772678,19,132,1758,535954,no,none,yes,0.203331,False
tols340.txt,153.0,0.0,153,340,1649,1558483,yes,h2,yes,0.0286136,False
nos6.txt,414.9,4.557045826702502,423,675,1290,7353979,no,none,yes,0.00567095,False
dwt__419.txt,139.5,2.368778400591981,145,419,1572,3403180,no,none,yes,0.0179511,False
steam1.txt,53.6,4.671426144361294,60,240,1761,1012137,no,none,yes,0.0614017,False
fs_680_1.txt,322.0,0.0,322,680,1464,4455582,no,none,yes,0.00634151,False
fs_680_2.txt,322.0,0.0,322,680,1464,4477310,no,none,yes,0.00634151,False
fs_680_3.txt,322.0,0.0,322,680,1464,4401843,no,none,yes,0.00634151,False
gre__512.txt,202.8,4.467164151400257,210,512,1680,4471723,no,none,yes,0.0128425,False
bcsstk02.txt,3.0,0.0,3,66,2145,276271,no,none,yes,1.0,True
ck656.txt,418.5,1.1785113019775844,420,656,1628,7028491,no,none,yes,0.00757773,False
fidap001.txt,27.0,1.054092553389461,28,216,2079,910379,no,none,yes,0.0895349,False
pores_3.txt,238.2,1.316561177208766,241,532,1850,4289997,no,none,yes,0.0130977,False
str____0.txt,130.0,1.943650631615102,133,363,2446,1954059,no,none,yes,0.0372281,False
young1c.txt,521.4,4.060651288757615,526,841,1624,10425675,no,none,yes,0.0045977,False
young2c.txt,522.5,6.186903731090189,530,841,1624,10517876,no,none,yes,0.0045977,False
utm300.txt,78.2,2.2010098692292233,84,300,2191,1510141,no,none,yes,0.0488517,False
young3c.txt,509.5,4.52769256906871,517,841,1671,10568770,no,none,yes,0.00473076,False
nos2.txt,656.9,1.9692073983655867,660,957,1590,12909229,no,none,yes,0.00347582,False
nnc666.txt,207.4,0.5163977794943222,208,666,2148,6308225,no,none,yes,0.00969993,False
hor__131.txt,133.0,2.2607766610417563,137,434,2138,3446895,no,none,yes,0.0227541,False
nos7.txt,368.8,4.022160834399561,376,729,1944,8292287,no,none,yes,0.00732601,False
nos5.txt,150.4,3.2041639575194445,156,468,2352,2868265,no,none,yes,0.0215231,False
cdde1.txt,599.5,3.0641293851417055,605,961,1860,12032793,no,none,yes,0.00403226,False
cdde2.txt,601.9,6.026792034094279,611,961,1860,12031122,no,none,yes,0.00403226,False
cdde3.txt,603.0,3.9999999999999973,612,961,1860,12167189,no,none,yes,0.00403226,False
cdde4.txt,601.7,6.799509786251762,609,961,1860,11888406,no,none,yes,0.00403226,False
cdde5.txt,603.1,4.557045826702502,608,961,1860,12184962,no,none,yes,0.00403226,False
cdde6.txt,599.7,5.355163655555051,610,961,1860,11891751,no,none,yes,0.00403226,False
fs_541_1.txt,3.0,0.0,3,541,2466,3164881,yes,h2,yes,0.0168823,False
fs_541_2.txt,3.0,0.0,3,541,2466,3125266,no,none,yes,0.0168823,False
fs_541_3.txt,3.0,0.0,3,541,2466,3113479,no,none,yes,0.0168823,False
fs_541_4.txt,3.0,0.0,3,541,2466,3144124,yes,h2,yes,0.0168823,False
e05r0000.txt,18.1,0.3162277660168377,19,236,2847,988596,no,none,yes,0.102669,False
e05r0100.txt,18.3,0.6749485577105525,20,236,2847,943633,no,none,yes,0.102669,False
e05r0200.txt,18.1,0.31622776601683794,19,236,2847,1031271,no,none,yes,0.102669,False
e05r0300.txt,18.0,0.0,18,236,2847,1125240,no,none,yes,0.102669,False
e05r0400.txt,18.3,0.6749485577105528,20,236,2847,954593,no,none,yes,0.102669,False
str__200.txt,118.2,2.780887148615228,122,363,3049,2013881,no,none,yes,0.0464058,False
plat362.txt,73.4,1.6465452046971285,76,362,2712,1766446,no,none,yes,0.0415053,False
str__400.txt,117.0,3.162277660168379,124,363,3124,1823882,no,none,yes,0.0475473,False
bp_____0.txt,282.5,2.321398046197358,286,822,3260,9141909,no,none,yes,0.00966123,False
dwt__503.txt,140.1,2.514402955419482,145,503,2762,3531024,no,none,yes,0.0218767,False
bcspwr06.txt,1023.9,3.3813212407775177,1028,1454,1923,27257666,no,none,yes,0.00182045,False
jagmesh1.txt,453.6,2.8362729848243537,457,936,2664,11467370,no,none,yes,0.00608803,False
bcspwr07.txt,1132.1,3.178049716414125,1138,1612,2106,34454765,no,none,yes,0.00162191,False
bp___200.txt,258.3,4.620004810002308,266,822,3788,7652942,no,none,yes,0.011226,False
jagmesh2.txt,488.6,3.92145097862741,494,1009,2928,13114512,no,none,yes,0.0057577,False
lshp1009.txt,486.2,4.28952211790544,495,1009,2928,13086381,no,none,yes,0.0057577,False
orsirr_1.txt,476.6,3.438345855527371,482,1030,2914,13644361,no,none,yes,0.00549879,False
bp___400.txt,248.2,4.565571644870382,258,822,4015,6776004,no,none,yes,0.0118987,False
dwt__918.txt,311.4,3.405877273185277,316,918,3233,10949504,no,none,yes,0.0076811,False
fs_760_1.txt,277.2,4.3153472887152695,282,760,3518,6664402,no,none,yes,0.0121975,False
fs_760_2.txt,274.9,6.100091074001366,283,760,3518,7028600,no,none,yes,0.0121975,False
jagmesh8.txt,571.7,2.162817093001127,576,1141,3162,16374938,no,none,yes,0.00486185,False
gr_30_30.txt,317.7,1.9465068427541918,320,900,3422,10442616,no,none,yes,0.00845878,False
cavity01.txt,19.1,0.3162277660168377,20,317,4237,1305715,no,none,yes,0.0845945,False
cavity02.txt,19.1,0.316227766016838,20,317,4237,1304857,no,none,yes,0.0845945,False
cavity03.txt,19.0,0.0,19,317,4237,1308481,no,none,yes,0.0845945,False
cavity04.txt,19.3,0.483045891539648,20,317,4237,1295576,no,none,yes,0.0845945,False
gre_1107.txt,464.6,4.69515116310907,471,1107,4557,15883916,no,none,yes,0.007444,False
watt__1.txt,1069.0,4.371625682867998,1076,1856,4816,44754303,no,none,yes,0.00279766,False
pores_2.txt,311.4,3.806427312965369,317,1224,5822,19160019,no,none,yes,0.00777847,False
steam2.txt,92.6,4.273952113286559,101,600,6580,3999194,no,none,yes,0.0366166,False
mahindas.txt,543.6,5.2957005621961395,553,1258,7513,21777338,no,none,yes,0.00950227,False
nos3.txt,173.5,2.505549396395488,179,960,7442,11921389,no,none,yes,0.016167,False
dwt__992.txt,169.2,1.8135294011647278,171,992,7876,12383304,no,none,yes,0.0160232,False
add20.txt,1619.4,27.056319861438016,1655,2395,7462,85184746,no,none,yes,0.00260289,False
eris1176.txt,577.3,3.16403399335578,582,1176,8688,17550023,no,none,yes,0.0125749,False
fidapm02.txt,43.3,2.2135943621178655,48,537,9352,4046343,no,none,yes,0.0649823,False
qc324.txt,8.0,0.0,8,324,13203,2936017,no,none,yes,0.252322,False
fidap002.txt,14.0,0.0,14,441,13195,3328432,no,none,yes,0.136003,False
mcfe.txt,92.4,0.6992058987800976,94,765,15358,6415339,no,none,yes,0.0525545,False
rbs480b.txt,24.4,0.843274042711568,26,480,16400,2807620,no,none,yes,0.142658,False
rbs480a.txt,22.5,0.8498365855987967,24,480,16408,2638532,no,none,yes,0.142728,False
fidap004.txt,193.9,2.078995483935023,197,1601,15343,30798835,no,none,yes,0.0119792,False
fidap024.txt,237.1,3.314949304120486,243,2283,23225,67187897,no,none,yes,0.00891588,False
fidapm03.txt,312.0,3.5901098714230044,319,2532,23924,87167046,no,none,yes,0.00746634,False
fidap003.txt,153.7,2.540778533354604,158,1821,25419,42488886,no,none,yes,0.0153394,False
fidapm10.txt,440.1,2.8460498941515375,446,3046,25398,127615828,no,none,yes,0.00547662,False
fidap014.txt,401.0,2.260776661041756,405,3251,31698,153489418,no,none,yes,0.00600014,False
mbeause.txt,4.0,0.0,4,492,36209,7247287,no,none,yes,0.299778,False
fidap013.txt,210.7,2.057506581601458,215,2568,36530,98246214,no,none,yes,0.011083,False
fidap028.txt,161.1,2.378141197564929,166,2603,37525,80286901,no,none,yes,0.0110808,False
fidap012.txt,518.9,4.254409477236529,525,3973,38089,241111361,no,none,yes,0.00482727,False
mbeacxc.txt,4.0,0.0,4,487,41686,8779759,no,none,yes,0.352253,False
mbeaflw.txt,4.0,0.0,4,487,41686,8617937,no,none,yes,0.352253,False
fidap031.txt,391.6,2.836272984824353,395,3909,55695,247378629,no,none,yes,0.00729165,False
psmigr_1.txt,60.7,2.66874918683308,66,3140,410781,214881453,no,none,yes,0.0833526,False
cubic_100.txt,73.3,1.159501808728408,75,100,150,423364,no,none,yes,0.030303,False
cubic_200.txt,149.1,2.131770260709267,152,200,300,1127593,no,none,yes,0.0150754,False
cubic_300.txt,226.0,2.6246692913372693,229,300,450,1502613,no,none,yes,0.0100334,False
cubic_400.txt,301.0,1.6329931618554525,303,400,600,2866053,no,none,yes,0.0075188,False
cubic_500.txt,378.0,2.1081851067789157,380,500,750,3988747,no,none,yes,0.00601202,False
cubic_600.txt,454.4,2.6331223544175293,457,600,900,5431948,no,none,yes,0.00500835,False
cubic_700.txt,533.2,1.3984117975602113,535,700,1050,7175706,no,none,yes,0.00429185,False
cubic_800.txt,617.0,3.91578004149025,623,800,1200,8910858,no,none,yes,0.00375469,False
cubic_900.txt,696.9,5.173651192984168,707,900,1350,11026167,no,none,yes,0.00333704,False
cubic_1000.txt,779.6,4.247875285886392,786,1000,1500,13442317,no,none,yes,0.003003,False
cubic_1100.txt,864.0,3.800584750330461,871,1100,1650,15841805,no,none,yes,0.00272975,False
cubic_1200.txt,946.6,3.025814858109395,950,1200,1800,20915199,no,none,yes,0.00250209,False
cubic_1300.txt,1024.0,4.268749491621901,1029,1300,1950,24937722,no,none,yes,0.00230947,False
cubic_1400.txt,1102.4,2.756809750418049,1106,1400,2100,30822664,no,none,yes,0.00214439,False
cubic_1500.txt,1185.9,3.634709219609104,1191,1500,2250,32748569,no,none,yes,0.00200133,False
cubic_1600.txt,1272.3,3.8311588035185355,1278,1600,2400,38306810,no,none,yes,0.00187617,False
cubic_1700.txt,1339.7,2.4966644414764874,1343,1700,2550,43776738,no,none,yes,0.00176574,False
cubic_1800.txt,1434.4,4.452215428550402,1441,1800,2700,48303043,no,none,yes,0.00166759,False
cubic_1900.txt,1520.5,5.233439489369195,1531,1900,2850,48184505,no,none,yes,0.00157978,False
cubic_2000.txt,1595.4,4.5995168828427575,1602,2000,3000,52686095,no,none,yes,0.00150075,False
cubic_2100.txt,1683.2,4.87168690838534,1692,2100,3150,60697539,no,none,yes,0.00142925,False
cubic_2200.txt,1764.4,4.880801391392818,1773,2200,3300,65650428,no,none,yes,0.00136426,False
cubic_2300.txt,1848.7,3.6530048514127524,1854,2300,3450,72516063,no,none,yes,0.00130492,False
cubic_2400.txt,1938.0,5.67646212197546,1945,2400,3600,80633332,no,none,yes,0.00125052,False
cubic_2500.txt,2006.2,3.3598941782277048,2012,2500,3750,87943212,no,none,yes,0.00120048,False
cubic_2600.txt,2108.2,3.55277669185979,2112,2600,3900,94728920,no,none,yes,0.00115429,False
cubic_2700.txt,2179.8,4.022160834399566,2187,2700,4050,105778529,no,none,yes,0.00111152,False
cubic_2800.txt,2261.6,1.7126976771553428,2264,2800,4200,114978816,no,none,yes,0.00107181,False
cubic_2900.txt,2342.0,5.4974741674902114,2348,2900,4350,126117292,no,none,yes,0.00103484,False
cubic_3000.txt,2445.6,5.146735750831696,2452,3000,4500,134142005,no,none,yes,0.00100033,False
johnson8-2-4.txt,6.1,0.316227766016838,7,28,210,131091,no,none,yes,0.555556,True
hamming6-4.txt,8.6,0.9660917830792958,10,64,704,267505,no,none,yes,0.349206,False
MANN-a9.txt,4.0,0.0,4,45,918,172134,no,none,yes,0.927273,True
c-fat200-1.txt,37.0,0.0,37,200,1534,796371,no,none,yes,0.0770854,False
hamming6-2.txt,4.0,0.0,4,64,1824,271607,no,none,yes,0.904762,True
johnson8-4-4.txt,4.0,0.0,4,70,1855,263420,no,none,yes,0.768116,True
c-fat200-2.txt,18.0,0.0,18,200,3235,785532,no,none,yes,0.162563,False
c-fat500-1.txt,80.0,0.0,80,500,4459,2907645,no,none,yes,0.0357435,False
johnson16-2-4.txt,6.0,0.0,6,120,5460,473655,no,none,yes,0.764706,True
C125-9.txt,4.0,0.0,4,125,6963,603051,no,none,yes,0.898452,True
c-fat200-5.txt,7.0,0.0,7,200,8473,1300030,no,none,yes,0.425779,False
c-fat500-2.txt,40.0,0.0,40,500,9139,3806165,no,none,yes,0.0732585,False
keller4.txt,4.4,1.2649110640673518,8,171,9435,1069984,no,none,yes,0.649123,True
brock200-2.txt,10.0,0.0,10,200,9876,832185,no,none,yes,0.496281,False
brock200-3.txt,9.0,0.47140452079103173,10,200,12048,2040483,no,none,yes,0.605427,True
brock200-4.txt,7.5,0.8498365855987975,8,200,13089,1031130,no,none,yes,0.657739,True
sanr200-0-7.txt,6.8,0.4216370213557843,7,200,13868,984015,no,none,yes,0.696884,True
san200-0-7-1.txt,6.0,0.0,6,200,13930,2219913,no,none,yes,0.7,True
san200-0-7-2.txt,6.0,0.0,6,200,13930,1108685,no,none,yes,0.7,True
brock200-1.txt,6.0,0.0,6,200,14834,1078432,no,none,yes,0.745427,True
sanr200-0-9.txt,4.1,0.316227766016838,5,200,17863,896283,no,none,yes,0.897638,True
gen200-p0-9-44.txt,4.0,0.0,4,200,17910,1221450,no,none,yes,0.9,True
gen200-p0-9-55.txt,4.0,0.0,4,200,17910,776630,no,none,yes,0.9,True
san200-0-9-1.txt,4.0,0.0,4,200,17910,1296597,no,none,yes,0.9,True
san200-0-9-2.txt,4.0,0.0,4,200,17910,780483,no,none,yes,0.9,True
san200-0-9-3.txt,4.3,0.4830458915396479,5,200,17910,2254996,no,none,yes,0.9,True
hamming8-4.txt,4.0,0.0,4,256,20864,3433625,no,none,yes,0.639216,True
c-fat500-5.txt,16.0,0.0,16,500,23191,6841353,no,none,yes,0.1859,False
C250-9.txt,4.0,0.0,4,250,27984,1111482,no,none,yes,0.899084,True
hamming8-2.txt,4.0,0.0,4,256,31616,1638959,no,none,yes,0.968627,True
p-hat300-3.txt,6.0,0.0,6,300,33390,4235233,no,none,yes,0.744482,True
san400-0-5-1.txt,8.0,0.0,8,400,39900,7256853,no,none,yes,0.5,False
sanr400-0-5.txt,11.2,1.0327955589886444,12,400,39984,3796542,no,none,yes,0.501053,True
c-fat500-10.txt,8.0,0.0,8,500,46627,10451444,no,none,yes,0.373764,False
san400-0-7-1.txt,6.1,0.316227766016838,7,400,55860,5071318,no,none,yes,0.7,True
san400-0-7-2.txt,6.6,0.5163977794943223,7,400,55860,9118721,no,none,yes,0.7,True
